2021:06:18 11:13:39 IST +0530,729.0,740.0,692.15,710.0,6775
2021:06:18 11:15:50 IST +0530,711.35,715.0,685.0,685.0,6750
2021:06:18 11:18:03 IST +0530,685.35,723.6,673.55,676.05,5975
2021:06:18 11:20:29 IST +0530,681.35,696.85,674.1,690.1,9275
2021:06:18 11:22:48 IST +0530,696.0,724.65,669.0,680.0,7850
2021:06:18 11:25:00 IST +0530,680.0,680.0,646.8,662.45,10400
2021:06:18 11:27:22 IST +0530,662.45,683.4,655.75,664.5,7850
2021:06:18 11:29:44 IST +0530,664.5,682.6,642.0,658.6,9375
2021:06:18 11:31:58 IST +0530,658.6,713.15,648.0,700.0,8600
2021:06:18 11:34:16 IST +0530,700.0,730.25,700.0,706.9,10375
2021:06:18 11:36:39 IST +0530,703.5,740.65,703.5,719.0,9400
2021:06:18 11:38:59 IST +0530,719.0,724.6,696.7,720.9,7725
2021:06:18 11:41:19 IST +0530,720.9,744.15,710.0,711.4,9800
2021:06:18 11:43:36 IST +0530,711.4,723.5,698.55,698.55,11525
2021:06:18 11:46:02 IST +0530,698.55,720.0,695.2,705.0,11100
2021:06:18 11:48:28 IST +0530,705.0,720.0,703.0,706.9,6825
2021:06:18 11:50:49 IST +0530,706.9,707.45,667.6,678.0,11450
2021:06:18 11:53:16 IST +0530,678.0,694.8,678.0,681.35,8775
2021:06:18 11:55:39 IST +0530,681.35,686.15,669.2,673.8,7825
2021:06:18 11:58:00 IST +0530,673.8,678.3,665.4,674.7,9725
2021:06:18 12:00:27 IST +0530,674.7,674.7,641.7,652.9,8675
2021:06:18 12:02:44 IST +0530,652.9,652.9,606.25,611.45,8550
2021:06:18 12:05:06 IST +0530,611.45,634.9,611.45,633.05,8025
2021:06:18 12:07:23 IST +0530,633.05,646.95,620.85,634.15,6625
2021:06:18 12:09:41 IST +0530,634.15,666.95,633.4,662.8,12500
2021:06:18 12:12:03 IST +0530,662.8,708.45,661.1,697.15,10400
2021:06:18 12:14:31 IST +0530,697.15,699.5,668.3,670.15,7725
2021:06:18 12:16:58 IST +0530,670.15,676.6,649.8,656.0,10275
2021:06:18 12:19:26 IST +0530,656.0,659.2,640.8,658.8,12800
2021:06:18 12:21:47 IST +0530,658.8,658.8,647.35,649.8,10250
2021:06:18 12:24:09 IST +0530,649.8,655.65,633.0,641.0,7175
2021:06:18 12:26:26 IST +0530,644.45,664.85,626.7,660.1,9800
2021:06:18 12:28:50 IST +0530,660.1,660.35,631.85,642.85,9800
2021:06:18 12:31:14 IST +0530,642.85,657.15,630.0,657.15,15125
2021:06:18 12:33:31 IST +0530,657.15,657.15,608.0,621.35,11100
2021:06:18 12:35:48 IST +0530,621.0,626.85,587.9,600.25,9500
2021:06:18 12:38:06 IST +0530,604.95,630.0,594.85,626.6,9625
