2021:06:16 09:41:11 IST +0530,653.35,656.1,642.85,644.7,"{12741122: 2475, 12741378: 2475, 14170114: 525, 14170370: 1425, 12769538: 0, 12769794: 4325, 12770050: 3250, 12770306: 2525}"
2021:06:16 09:43:10 IST +0530,644.7,647.2,637.25,646.25,"{12741122: 2175, 12741378: 3525, 14170114: 750, 14170370: 2675, 12769538: 0, 12769794: 4600, 12770050: 2150, 12770306: 2975}"
2021:06:16 09:45:13 IST +0530,646.25,646.25,628.25,630.8,"{12741122: 7975, 12741378: 3600, 14170114: 2050, 14170370: 3375, 12769538: 0, 12769794: 475, 12770050: 3050, 12770306: 3625}"
2021:06:16 09:47:09 IST +0530,638.45,651.4,618.85,621.05,"{12741122: 2075, 12741378: 6350, 14170114: 1650, 14170370: 3950, 12769538: 0, 12769794: 1300, 12770050: 3050, 12770306: 4450}"
2021:06:16 09:49:10 IST +0530,621.05,621.05,596.8,602.5,"{12741122: 1725, 12741378: 1575, 14170114: 2425, 14170370: 5600, 12769538: 0, 12769794: 2775, 12770050: 5175, 12770306: 5675}"
2021:06:16 09:51:15 IST +0530,602.5,623.0,602.5,614.85,"{12741122: 1650, 12741378: 1150, 14170114: 8675, 14170370: 4675, 12769538: 0, 12769794: 1825, 12770050: 6475, 12770306: 250}"
2021:06:16 09:53:19 IST +0530,614.85,621.3,606.6,609.35,"{12741122: 1100, 12741378: 4350, 14170114: 3275, 14170370: 6075, 12769538: 0, 12769794: 1425, 12770050: 7025, 12770306: 625}"
2021:06:16 09:55:09 IST +0530,609.35,622.85,609.35,616.0,"{12741122: 925, 12741378: 1050, 14170114: 3325, 14170370: 75, 12769538: 0, 12769794: 1200, 12770050: 6650, 12770306: 600}"
2021:06:16 09:57:19 IST +0530,616.0,623.45,614.6,614.6,"{12741122: 800, 12741378: 800, 14170114: 4575, 14170370: 500, 12769538: 0, 12769794: 1300, 12770050: 4600, 12770306: 1800}"
2021:06:16 09:59:22 IST +0530,614.6,617.0,602.65,603.45,"{12741122: 600, 12741378: 1200, 14170114: 4225, 14170370: 1025, 12769538: 0, 12769794: 1825, 12770050: 4200, 12770306: 1500}"
2021:06:16 10:01:13 IST +0530,603.75,610.8,601.4,605.45,"{12741122: 550, 12741378: 1375, 14170114: 7625, 14170370: 1425, 12769538: 0, 12769794: 1675, 12770050: 5875, 12770306: 1650}"
2021:06:16 10:03:10 IST +0530,603.0,607.6,598.15,607.6,"{12741122: 525, 12741378: 1350, 14170114: 4100, 14170370: 2825, 12769538: 0, 12769794: 1650, 12770050: 4175, 12770306: 6325}"
2021:06:16 10:05:09 IST +0530,607.6,610.0,570.0,577.9,"{12741122: 3450, 12741378: 1225, 14170114: 300, 14170370: 3075, 12769538: 0, 12769794: 2175, 12770050: 425, 12770306: 2150}"
2021:06:16 10:06:51 IST +0530,577.9,590.0,577.9,584.0,"{12741122: 2000, 12741378: 1050, 14170114: 150, 14170370: 2200, 12769538: 0, 12769794: 1425, 12770050: 5450, 12770306: 2625}"
2021:06:16 10:08:46 IST +0530,584.0,585.5,575.0,585.1,"{12741122: 1775, 12741378: 1550, 14170114: 375, 14170370: 2950, 12769538: 0, 12769794: 2025, 12770050: 5450, 12770306: 3650}"
2021:06:16 10:10:53 IST +0530,585.1,585.1,571.1,578.15,"{12741122: 1800, 12741378: 1450, 14170114: 1150, 14170370: 4800, 12769538: 0, 12769794: 4025, 12770050: 250, 12770306: 4500}"
