2021:06:16 09:34:36 IST +0530,379.35,379.45,361.95,368.75,"{12741122: 1775, 12741378: 1825, 14170114: 2100, 14170370: 2450, 12769538: 3200, 12769794: 3750, 12770050: 0, 12770306: 0}"
2021:06:16 09:36:32 IST +0530,368.75,374.15,361.0,363.65,"{12741122: 1300, 12741378: 1600, 14170114: 2375, 14170370: 4625, 12769538: 3250, 12769794: 3850, 12770050: 2125, 12770306: 0}"
2021:06:16 09:38:22 IST +0530,363.15,373.9,363.0,371.7,"{12741122: 725, 12741378: 650, 14170114: 3100, 14170370: 5200, 12769538: 2550, 12769794: 2875, 12770050: 6675, 12770306: 0}"
2021:06:16 09:40:09 IST +0530,369.95,380.0,368.0,376.9,"{12741122: 375, 12741378: 375, 14170114: 2200, 14170370: 4250, 12769538: 1975, 12769794: 1550, 12770050: 3775, 12770306: 0}"
2021:06:16 09:41:58 IST +0530,377.0,389.15,375.0,385.0,"{12741122: 0, 12741378: 3950, 14170114: 2850, 14170370: 4450, 12769538: 1675, 12769794: 2125, 12770050: 5875, 12770306: 0}"
2021:06:16 09:43:46 IST +0530,385.8,387.0,378.9,385.85,"{12741122: 3525, 12741378: 4925, 14170114: 2725, 14170370: 4825, 12769538: 1675, 12769794: 2950, 12770050: 4300, 12770306: 0}"
2021:06:16 09:45:45 IST +0530,385.85,392.35,381.0,385.0,"{12741122: 9050, 12741378: 6500, 14170114: 3400, 14170370: 7050, 12769538: 1100, 12769794: 2075, 12770050: 4325, 12770306: 0}"
2021:06:16 09:47:30 IST +0530,385.0,405.0,381.8,403.15,"{12741122: 2800, 12741378: 8825, 14170114: 2550, 14170370: 4875, 12769538: 850, 12769794: 2200, 12770050: 4425, 12770306: 0}"
2021:06:16 09:49:21 IST +0530,402.95,422.9,402.95,412.1,"{12741122: 2100, 12741378: 1925, 14170114: 3125, 14170370: 6100, 12769538: 1150, 12769794: 3175, 12770050: 6050, 12770306: 0}"
2021:06:16 09:51:09 IST +0530,411.5,419.0,402.05,410.25,"{12741122: 1450, 12741378: 950, 14170114: 3700, 14170370: 4500, 12769538: 4800, 12769794: 1375, 12770050: 6175, 12770306: 0}"
2021:06:16 09:53:03 IST +0530,410.25,417.9,405.15,413.2,"{12741122: 675, 12741378: 3925, 14170114: 2825, 14170370: 5475, 12769538: 4425, 12769794: 750, 12770050: 6175, 12770306: 0}"
2021:06:16 09:54:54 IST +0530,413.2,414.75,403.8,411.35,"{12741122: 350, 12741378: 475, 14170114: 2725, 14170370: 4400, 12769538: 3675, 12769794: 625, 12770050: 6100, 12770306: 0}"
2021:06:16 09:56:48 IST +0530,411.35,411.35,402.15,404.0,"{12741122: 0, 12741378: 0, 14170114: 3625, 14170370: 4400, 12769538: 3550, 12769794: 325, 12770050: 3550, 12770306: 0}"
2021:06:16 09:58:38 IST +0530,405.6,419.05,405.4,406.95,"{12741122: 3400, 12741378: 3975, 14170114: 2775, 14170370: 4800, 12769538: 2875, 12769794: 5350, 12770050: 2550, 12770306: 0}"
2021:06:16 10:00:40 IST +0530,406.95,419.95,405.9,412.35,"{12741122: 3225, 12741378: 3775, 14170114: 4025, 14170370: 4475, 12769538: 4550, 12769794: 300, 12770050: 4550, 12770306: 0}"
2021:06:16 10:02:26 IST +0530,412.35,419.95,412.35,416.85,"{12741122: 3100, 12741378: 3900, 14170114: 2600, 14170370: 5425, 12769538: 6250, 12769794: 150, 12770050: 2600, 12770306: 0}"
2021:06:16 10:04:19 IST +0530,416.85,432.25,407.5,427.15,"{12741122: 1375, 12741378: 10675, 14170114: 3000, 14170370: 6425, 12769538: 2300, 12769794: 4650, 12770050: 3375, 12770306: 0}"
2021:06:16 10:06:04 IST +0530,429.95,444.0,422.1,431.45,"{12741122: 100, 12741378: 3125, 14170114: 2500, 14170370: 0, 12769538: 3800, 12769794: 4075, 12770050: 2500, 12770306: 0}"
2021:06:16 10:07:40 IST +0530,430.0,440.35,426.7,435.1,"{12741122: 3975, 12741378: 6150, 14170114: 2925, 14170370: 4325, 12769538: 2000, 12769794: 4725, 12770050: 2425, 12770306: 0}"
2021:06:16 10:09:32 IST +0530,433.05,446.75,429.45,438.55,"{12741122: 4250, 12741378: 3625, 14170114: 2950, 14170370: 5000, 12769538: 1375, 12769794: 4200, 12770050: 1550, 12770306: 0}"
