2021:06:16 09:16:45 IST +0530,657.9,657.9,540.0,584.9,"{12741122: 525, 12741378: 225, 14170114: 0, 14170370: 4525, 12769538: 225, 12769794: 4150, 12770050: 4150, 12770306: 4075}"
2021:06:16 09:18:27 IST +0530,584.05,585.2,570.05,582.25,"{12741122: 725, 12741378: 175, 14170114: 0, 14170370: 50, 12769538: 5550, 12769794: 4450, 12770050: 4225, 12770306: 4700}"
2021:06:16 09:20:08 IST +0530,582.25,598.95,573.2,573.35,"{12741122: 975, 12741378: 4600, 14170114: 0, 14170370: 50, 12769538: 3750, 12769794: 3600, 12770050: 3825, 12770306: 5225}"
2021:06:16 09:21:48 IST +0530,576.4,608.0,576.4,591.0,"{12741122: 3500, 12741378: 3425, 14170114: 0, 14170370: 125, 12769538: 4000, 12769794: 3500, 12770050: 4125, 12770306: 4625}"
2021:06:16 09:23:34 IST +0530,592.7,658.3,592.65,641.1,"{12741122: 4150, 12741378: 3150, 14170114: 0, 14170370: 550, 12769538: 3200, 12769794: 3400, 12770050: 4125, 12770306: 3300}"
2021:06:16 09:25:12 IST +0530,636.85,697.8,635.45,679.2,"{12741122: 1500, 12741378: 2675, 14170114: 0, 14170370: 325, 12769538: 3125, 12769794: 6275, 12770050: 3675, 12770306: 3375}"
2021:06:16 09:26:50 IST +0530,679.2,696.65,677.0,688.65,"{12741122: 2550, 12741378: 2650, 14170114: 0, 14170370: 300, 12769538: 4325, 12769794: 3075, 12770050: 4250, 12770306: 3675}"
2021:06:16 09:28:32 IST +0530,688.65,688.65,670.85,681.65,"{12741122: 1525, 12741378: 1675, 14170114: 0, 14170370: 450, 12769538: 2800, 12769794: 5350, 12770050: 3200, 12770306: 3050}"
2021:06:16 09:30:17 IST +0530,681.65,723.3,680.7,708.6,"{12741122: 750, 12741378: 1375, 14170114: 0, 14170370: 850, 12769538: 2375, 12769794: 3650, 12770050: 4050, 12770306: 4250}"
2021:06:16 09:31:57 IST +0530,708.6,734.05,704.75,715.05,"{12741122: 175, 12741378: 900, 14170114: 0, 14170370: 850, 12769538: 1550, 12769794: 2300, 12770050: 3525, 12770306: 3575}"
2021:06:16 09:33:48 IST +0530,715.05,729.95,711.95,728.0,"{12741122: 4225, 12741378: 550, 14170114: 0, 14170370: 550, 12769538: 1425, 12769794: 1650, 12770050: 2925, 12770306: 3625}"
2021:06:16 09:35:33 IST +0530,728.0,742.0,723.2,723.9,"{12741122: 4325, 12741378: 5200, 14170114: 0, 14170370: 750, 12769538: 1000, 12769794: 1525, 12770050: 3975, 12770306: 2625}"
2021:06:16 09:37:25 IST +0530,725.05,739.35,720.0,730.0,"{12741122: 3150, 12741378: 3050, 14170114: 0, 14170370: 1175, 12769538: 525, 12769794: 5325, 12770050: 4400, 12770306: 2200}"
2021:06:16 09:39:19 IST +0530,730.35,733.3,715.0,722.8,"{12741122: 2400, 12741378: 2375, 14170114: 0, 14170370: 1475, 12769538: 4425, 12769794: 5850, 12770050: 1775, 12770306: 1975}"
2021:06:16 09:41:02 IST +0530,722.8,722.8,703.7,707.3,"{12741122: 2225, 12741378: 2225, 14170114: 0, 14170370: 1025, 12769538: 3975, 12769794: 3725, 12770050: 3000, 12770306: 2100}"
2021:06:16 09:42:55 IST +0530,707.3,712.0,697.85,706.8,"{12741122: 1750, 12741378: 3000, 14170114: 0, 14170370: 1600, 12769538: 3900, 12769794: 4075, 12770050: 1625, 12770306: 2425}"
2021:06:16 09:44:43 IST +0530,709.05,709.75,694.4,698.0,"{12741122: 6850, 12741378: 2775, 14170114: 0, 14170370: 2000, 12769538: 3425, 12769794: 6025, 12770050: 1725, 12770306: 2500}"
