2021:06:16 09:16:39 IST +0530,297.2,355.3,297.2,338.9,"{12741122: 525, 12741378: 0, 14170114: 4400, 14170370: 4325, 12769538: 0, 12769794: 3900, 12770050: 3950, 12770306: 3875}"
2021:06:16 09:18:22 IST +0530,338.9,351.5,338.1,340.55,"{12741122: 725, 12741378: 0, 14170114: 4575, 14170370: 5050, 12769538: 5350, 12769794: 4250, 12770050: 4050, 12770306: 4500}"
2021:06:16 09:20:12 IST +0530,340.55,347.0,327.55,342.0,"{12741122: 975, 12741378: 0, 14170114: 200, 14170370: 275, 12769538: 3925, 12769794: 3775, 12770050: 4000, 12770306: 5400}"
2021:06:16 09:22:11 IST +0530,342.0,342.0,326.15,328.5,"{12741122: 300, 12741378: 0, 14170114: 975, 14170370: 1175, 12769538: 4825, 12769794: 4600, 12770050: 200, 12770306: 5575}"
2021:06:16 09:24:09 IST +0530,328.5,328.5,297.4,301.65,"{12741122: 5125, 12741378: 0, 14170114: 2300, 14170370: 2150, 12769538: 175, 12769794: 1525, 12770050: 1025, 12770306: 375}"
2021:06:16 09:25:53 IST +0530,301.65,301.65,275.5,282.25,"{12741122: 3125, 12741378: 0, 14170114: 2200, 14170370: 2325, 12769538: 675, 12769794: 350, 12770050: 1175, 12770306: 1000}"
2021:06:16 09:27:33 IST +0530,282.25,289.3,282.15,286.55,"{12741122: 5150, 12741378: 0, 14170114: 2050, 14170370: 2375, 12769538: 250, 12769794: 325, 12770050: 1100, 12770306: 1025}"
2021:06:16 09:29:34 IST +0530,286.55,291.85,266.05,269.95,"{12741122: 3825, 12741378: 0, 14170114: 2950, 14170370: 3750, 12769538: 525, 12769794: 1475, 12770050: 1950, 12770306: 1450}"
2021:06:16 09:31:36 IST +0530,269.95,278.85,260.25,267.0,"{12741122: 3450, 12741378: 0, 14170114: 4425, 14170370: 5075, 12769538: 775, 12769794: 1550, 12770050: 2450, 12770306: 2025}"
2021:06:16 09:33:30 IST +0530,267.0,272.0,267.0,268.85,"{12741122: 3650, 12741378: 0, 14170114: 5275, 14170370: 5025, 12769538: 775, 12769794: 975, 12770050: 2250, 12770306: 3075}"
2021:06:16 09:35:41 IST +0530,268.85,268.85,258.1,260.55,"{12741122: 4525, 12741378: 0, 14170114: 500, 14170370: 1100, 12769538: 1675, 12769794: 1750, 12770050: 4300, 12770306: 2900}"
2021:06:16 09:38:02 IST +0530,260.55,263.45,257.8,263.1,"{12741122: 25, 12741378: 0, 14170114: 1500, 14170370: 4450, 12769538: 1700, 12769794: 1125, 12770050: 6025, 12770306: 4050}"
2021:06:16 09:39:58 IST +0530,263.1,270.0,261.5,268.8,"{12741122: 0, 12741378: 0, 14170114: 1775, 14170370: 3825, 12769538: 1525, 12769794: 1225, 12770050: 3400, 12770306: 3625}"
2021:06:16 09:42:01 IST +0530,268.8,276.25,267.85,276.25,"{12741122: 75, 12741378: 0, 14170114: 2950, 14170370: 4625, 12769538: 1750, 12769794: 2225, 12770050: 6000, 12770306: 100}"
2021:06:16 09:43:57 IST +0530,276.25,276.95,271.25,276.5,"{12741122: 3875, 12741378: 0, 14170114: 3125, 14170370: 5225, 12769538: 1975, 12769794: 3825, 12770050: 4650, 12770306: 525}"
2021:06:16 09:46:01 IST +0530,276.5,278.85,270.55,272.25,"{12741122: 9575, 12741378: 0, 14170114: 4400, 14170370: 350, 12769538: 1750, 12769794: 2725, 12770050: 75, 12770306: 950}"
2021:06:16 09:48:13 IST +0530,272.25,300.6,272.25,296.7,"{12741122: 225, 12741378: 0, 14170114: 100, 14170370: 3100, 12769538: 2475, 12769794: 4125, 12770050: 2200, 12770306: 2175}"
2021:06:16 09:50:37 IST +0530,296.7,304.05,290.3,291.75,"{12741122: 550, 12741378: 0, 14170114: 2025, 14170370: 3200, 12769538: 3850, 12769794: 6100, 12770050: 4475, 12770306: 3425}"
2021:06:16 09:52:39 IST +0530,291.75,300.35,291.4,300.35,"{12741122: 3950, 12741378: 0, 14170114: 2100, 14170370: 4125, 12769538: 3175, 12769794: 50, 12770050: 5175, 12770306: 4675}"
2021:06:16 09:54:42 IST +0530,298.5,298.5,288.75,293.75,"{12741122: 3900, 12741378: 0, 14170114: 2225, 14170370: 3900, 12769538: 3200, 12769794: 125, 12770050: 5425, 12770306: 4625}"
