2021:06:16 09:16:52 IST +0530,537.0,537.0,450.0,471.05,"{12741122: 550, 12741378: 525, 14170114: 325, 14170370: 175, 12769538: 525, 12769794: 75, 12770050: 0, 12770306: 4350}"
2021:06:16 09:18:37 IST +0530,468.05,474.15,463.4,472.7,"{12741122: 750, 12741378: 675, 14170114: 500, 14170370: 500, 12769538: 150, 12769794: 275, 12770050: 0, 12770306: 0}"
2021:06:16 09:20:22 IST +0530,472.7,488.55,465.45,485.4,"{12741122: 975, 12741378: 425, 14170114: 875, 14170370: 700, 12769538: 75, 12769794: 25, 12770050: 0, 12770306: 675}"
2021:06:16 09:22:06 IST +0530,486.0,492.65,474.5,486.95,"{12741122: 0, 12741378: 4850, 14170114: 775, 14170370: 925, 12769538: 4650, 12769794: 4425, 12770050: 0, 12770306: 5400}"
2021:06:16 09:23:52 IST +0530,485.6,537.2,485.35,526.05,"{12741122: 4625, 12741378: 4000, 14170114: 1275, 14170370: 1350, 12769538: 3950, 12769794: 4150, 12770050: 0, 12770306: 4325}"
2021:06:16 09:25:31 IST +0530,523.9,577.8,523.9,571.95,"{12741122: 2200, 12741378: 3425, 14170114: 1125, 14170370: 1275, 12769538: 4100, 12769794: 7200, 12770050: 0, 12770306: 4300}"
2021:06:16 09:27:09 IST +0530,572.85,574.75,557.55,564.2,"{12741122: 4150, 12741378: 4450, 14170114: 875, 14170370: 1250, 12769538: 5175, 12769794: 3950, 12770050: 0, 12770306: 5050}"
2021:06:16 09:29:01 IST +0530,564.2,565.0,551.45,565.0,"{12741122: 2675, 12741378: 2825, 14170114: 1250, 14170370: 1950, 12769538: 4050, 12769794: 6750, 12770050: 0, 12770306: 4725}"
2021:06:16 09:30:47 IST +0530,565.0,598.95,565.0,596.95,"{12741122: 1725, 12741378: 2450, 14170114: 1550, 14170370: 2500, 12769538: 3750, 12769794: 4775, 12770050: 0, 12770306: 5625}"
2021:06:16 09:32:34 IST +0530,599.55,608.0,587.85,593.55,"{12741122: 1550, 12741378: 3225, 14170114: 1450, 14170370: 2375, 12769538: 2975, 12769794: 5750, 12770050: 0, 12770306: 0}"
2021:06:16 09:34:36 IST +0530,593.55,615.0,590.05,610.0,"{12741122: 1775, 12741378: 1825, 14170114: 2100, 14170370: 2450, 12769538: 3200, 12769794: 3750, 12770050: 0, 12770306: 0}"
2021:06:16 09:36:27 IST +0530,610.0,616.55,595.8,610.6,"{12741122: 1150, 12741378: 1450, 14170114: 2175, 14170370: 4400, 12769538: 3100, 12769794: 3725, 12770050: 0, 12770306: 4400}"
2021:06:16 09:38:31 IST +0530,610.6,612.85,601.0,603.55,"{12741122: 1000, 12741378: 950, 14170114: 3550, 14170370: 5575, 12769538: 3075, 12769794: 3725, 12770050: 0, 12770306: 300}"
2021:06:16 09:40:22 IST +0530,603.55,606.85,588.35,590.0,"{12741122: 750, 12741378: 775, 14170114: 2600, 14170370: 5250, 12769538: 2450, 12769794: 2050, 12770050: 0, 12770306: 500}"
2021:06:16 09:42:15 IST +0530,590.0,592.0,574.7,579.25,"{12741122: 575, 12741378: 525, 14170114: 3475, 14170370: 6150, 12769538: 2275, 12769794: 2725, 12770050: 0, 12770306: 700}"
