2021:06:16 09:16:48 IST +0530,330.05,392.9,330.05,375.9,"{12741122: 550, 12741378: 375, 14170114: 200, 14170370: 0, 12769538: 375, 12769794: 4300, 12770050: 4275, 12770306: 4200}"
2021:06:16 09:18:26 IST +0530,377.15,388.9,374.25,374.25,"{12741122: 725, 12741378: 125, 14170114: 4800, 14170370: 0, 12769538: 5500, 12769794: 4400, 12770050: 4200, 12770306: 4650}"
2021:06:16 09:20:07 IST +0530,374.3,385.0,365.1,381.65,"{12741122: 975, 12741378: 4575, 14170114: 5675, 14170370: 0, 12769538: 3700, 12769794: 3550, 12770050: 3775, 12770306: 5175}"
2021:06:16 09:21:45 IST +0530,385.3,385.3,362.2,370.7,"{12741122: 3425, 12741378: 3350, 14170114: 6100, 14170370: 0, 12769538: 3850, 12769794: 3425, 12770050: 4000, 12770306: 4550}"
2021:06:16 09:23:25 IST +0530,370.7,370.7,344.0,344.9,"{12741122: 3875, 12741378: 2825, 14170114: 4225, 14170370: 0, 12769538: 2525, 12769794: 3000, 12770050: 3500, 12770306: 2800}"
2021:06:16 09:25:05 IST +0530,342.0,342.0,306.35,315.95,"{12741122: 1225, 12741378: 2400, 14170114: 5525, 14170370: 0, 12769538: 2850, 12769794: 5700, 12770050: 3325, 12770306: 3100}"
2021:06:16 09:26:43 IST +0530,317.05,321.45,310.4,318.05,"{12741122: 2000, 12741378: 2375, 14170114: 5250, 14170370: 0, 12769538: 4050, 12769794: 2800, 12770050: 3975, 12770306: 3275}"
2021:06:16 09:28:22 IST +0530,318.05,325.9,316.65,320.8,"{12741122: 1150, 12741378: 1375, 14170114: 4550, 14170370: 0, 12769538: 2350, 12769794: 3550, 12770050: 2875, 12770306: 2750}"
2021:06:16 09:30:01 IST +0530,321.0,324.1,299.5,311.5,"{12741122: 150, 12741378: 825, 14170114: 3875, 14170370: 0, 12769538: 1575, 12769794: 2600, 12770050: 3350, 12770306: 3075}"
2021:06:16 09:31:40 IST +0530,309.4,310.75,292.2,301.2,"{12741122: 3600, 12741378: 150, 14170114: 4575, 14170370: 0, 12769538: 925, 12769794: 1650, 12770050: 2575, 12770306: 2175}"
2021:06:16 09:33:31 IST +0530,301.2,303.85,294.85,294.85,"{12741122: 3725, 12741378: 25, 14170114: 5325, 14170370: 0, 12769538: 925, 12769794: 1025, 12770050: 2325, 12770306: 3125}"
2021:06:16 09:35:18 IST +0530,294.85,296.35,287.85,288.0,"{12741122: 3775, 12741378: 4600, 14170114: 4600, 14170370: 0, 12769538: 300, 12769794: 575, 12770050: 2600, 12770306: 2050}"
2021:06:16 09:37:03 IST +0530,288.6,298.45,286.75,296.0,"{12741122: 2325, 12741378: 2400, 14170114: 3625, 14170370: 0, 12769538: 4350, 12769794: 4625, 12770050: 3525, 12770306: 1250}"
2021:06:16 09:38:55 IST +0530,293.65,298.0,291.6,296.0,"{12741122: 1650, 12741378: 1625, 14170114: 4550, 14170370: 0, 12769538: 3725, 12769794: 4875, 12770050: 900, 12770306: 1075}"
2021:06:16 09:40:40 IST +0530,295.25,304.0,294.0,304.0,"{12741122: 1375, 12741378: 1350, 14170114: 3425, 14170370: 0, 12769538: 3100, 12769794: 2650, 12770050: 1875, 12770306: 1200}"
2021:06:16 09:42:22 IST +0530,304.0,311.0,301.55,306.6,"{12741122: 850, 12741378: 1525, 14170114: 3750, 14170370: 0, 12769538: 2550, 12769794: 3000, 12770050: 300, 12770306: 975}"
2021:06:16 09:44:07 IST +0530,306.6,310.45,302.0,309.25,"{12741122: 175, 12741378: 300, 14170114: 3500, 14170370: 0, 12769538: 2275, 12769794: 4225, 12770050: 75, 12770306: 1250}"
2021:06:16 09:45:55 IST +0530,308.75,312.9,302.45,307.2,"{12741122: 9375, 12741378: 8300, 14170114: 4025, 14170370: 0, 12769538: 1500, 12769794: 2475, 12770050: 5300, 12770306: 700}"
2021:06:16 09:47:37 IST +0530,307.2,325.0,307.2,324.65,"{12741122: 3025, 12741378: 9050, 14170114: 2825, 14170370: 0, 12769538: 1125, 12769794: 2450, 12770050: 4700, 12770306: 275}"
2021:06:16 09:49:24 IST +0530,324.65,339.8,323.25,328.0,"{12741122: 2175, 12741378: 2025, 14170114: 3250, 14170370: 0, 12769538: 1375, 12769794: 3275, 12770050: 6225, 12770306: 125}"
